"","spp","NomConc","Phase","fishID","DateTime","Intercept","Slope","Slope.hour","r2","BaroP","Salinity","Temp","Time.m","O2.sat","sat100.mgO2perL","sat100.mgO2permL","date","chamber","volume.ml","treatment","weight.g","length.mm","hPa","mmHg","round","notes","sat100.mgO2","mgO2","mgO2hpos","mass.specific.mgO2ghr","Contam","CalcConc"
"14","GS",0,"M4","gs_105",2021-06-04 09:26:29,0.444711714383144,-0.00715970569295282,-0.429582341577169,0.989668875269804,1013.8,4,18.62,37.35,94.02,9.12370406415675,0.00912370406415675,0021-06-04,1,21.3905,"white",0.749,47.09,1013.78,760.4,"1","",0.188326937440292,0.177064986581362,0.429582341577169,0.573541177005566,"Fipronil",0.01
"15","GS",0,"M8","gs_077",2021-06-02 15:45:20,0.438485402081857,-0.00224765258315381,-0.134859154989229,0.964603784851829,1013.9,4,18.65,111.316666666667,97.62,9.11911455594541,0.00911911455594541,0021-06-02,5,21.4825,"white",0.4279,40.91,1013.91,760.5,"3","",0.191999309329608,0.187429725767564,0.134859154989229,0.31516512033005,"Fipronil",0.01
"16","GS",0,"M7","gs_116",2021-06-04 13:36:54,0.445060679959096,-0.00286994061441298,-0.172196436864779,0.981702431836929,1013.8,4,19.18,92,95.66,9.0218942115835,0.0090218942115835,0021-06-04,4,21.4921,"white",0.6138,45.41,1013.78,760.4,"2","",0.188361813917704,0.180186911193675,0.172196436864779,0.280541604536949,"Fipronil",0.01
"17","GS",0,"M1","gs_030",2021-05-31 13:05:47,0.256422883332715,-0.00555228453226379,-0.333137071935828,0.979623272158756,1015.3,4,18.67,15.0833333333333,94.07,9.12830408858542,0.00912830408858542,0021-05-31,6,20.7109,"white",0.8599,51.29,1015.25,761.5,"2","",0.181205964462509,0.170460450769882,0.333137071935828,0.387413736406358,"Fipronil",0.01
"18","GS",0,"M9","gs_116",2021-06-04 14:03:54,0.535512493923251,-0.00298153889928726,-0.178892333957235,0.983551794548533,1013.8,4,19.24,119,95.57,9.01111145140988,0.00901111145140988,0021-06-04,4,21.4921,"white",0.6138,45.41,1013.78,760.4,"2","",0.188136688215971,0.179802232928003,0.178892333957235,0.291450527789566,"Fipronil",0.01
"19","GS",0,"M3","gs_030",2021-05-31 13:33:47,0.310834045840825,-0.00326517629772886,-0.195910577863732,0.971951712450803,1015.3,4,18.86,43.0833333333333,93.57,9.09353859052657,0.00909353859052657,0021-05-31,6,20.7109,"white",0.8599,51.29,1015.25,761.5,"2","",0.180515834560543,0.1689086663983,0.195910577863732,0.22782948931705,"Fipronil",0.01
"20","GS",0,"M4","gs_018",2021-05-31 10:34:19,0.454510008358602,-0.00527961185594722,-0.316776711356833,0.990041437870716,1014.6,4,18.32,54.1333333333333,89.83,9.18652702140313,0.00918652702140313,0021-05-31,2,21.3196,"white",1.006,51.82,1015.25,761.5,"1","",0.186611435301975,0.167633052331764,0.316776711356833,0.314887387034626,"Fipronil",0.01
"21","GS",0,"M11","gs_085",2021-06-03 10:25:23,0.490292247908982,-0.00245320938172316,-0.14719256290339,0.98260706539588,1011.9,4,18.59,125.983333333333,95.94,9.11174133132458,0.00911174133132458,0021-06-03,5,21.4825,"white",0.8127,50.7,1011.92,759,"1","",0.188337870970213,0.180691353408822,0.14719256290339,0.181115495143829,"Fipronil",0.01
"22","GS",0,"M5","gs_039",2021-06-01 09:29:16,0.657624962597458,-0.00783000630154437,-0.469800378092662,0.98785407484956,1014.9,4,18.75,61.75,93.24,9.1099674314414,0.00910996743144141,0021-06-01,7,21.359,"white",1.0496,54.27,1014.9,761.2,"1","",0.185017972552116,0.172510757607593,0.469800378092662,0.447599445591332,"Fipronil",0.01
"23","GS",0,"M9","gs_057",2021-06-02 09:50:08,0.566037367638504,-0.00420229185207669,-0.252137511124601,0.993791211975375,1013.9,4,18.99,91.4333333333333,95.7,9.05711163664221,0.00905711163664221,0021-06-02,1,21.3905,"white",0.4833,41.25,1013.91,760.5,"1","",0.189358844409606,0.181216414099993,0.252137511124601,0.521699795416101,"Fipronil",0.01
"24","GS",0,"M1","gs_116",2021-06-04 12:14:54,0.21730908261116,-0.00342011078426766,-0.20520664705606,0.981616195141451,1013.8,4,19.13,10,96.42,9.03089820798056,0.00903089820798056,0021-06-04,4,21.4921,"white",0.6138,45.41,1013.78,760.4,"2","",0.18854980205568,0.181799719142087,0.20520664705606,0.33432167979156,"Fipronil",0.01
"25","GS",0,"M10","gs_030",2021-05-31 15:11:47,0.736501996219709,-0.00401790525855481,-0.241074315513289,0.984014659612115,1015.3,4,19.15,141.083333333333,93.48,9.04094885624846,0.00904094885624846,0021-05-31,6,20.7109,"white",0.8599,51.29,1015.25,761.5,"2","",0.179471875745388,0.167770309446789,0.241074315513289,0.280351570546911,"Fipronil",0.01
"26","GS",0,"M4","gs_014",2021-05-30 13:09:29,0.42698066766566,-0.00537455665713819,-0.322473399428292,0.998267121162208,1014.6,4,18.87,47.2,94.49,9.08531037032161,0.00908531037032161,0021-05-30,6,20.7109,"white",0.6266,44.01,1014.58,761,"2","",0.18247209907065,0.172417886411857,0.322473399428292,0.514639960785655,"Fipronil",0.01
"27","GS",0,"M10","gs_085",2021-06-03 10:11:53,0.470272107988741,-0.00257198132215633,-0.15431887932938,0.990975008235682,1011.9,4,18.58,112.483333333333,95.74,9.11357760561878,0.00911357760561878,0021-06-03,5,21.4825,"white",0.8127,50.7,1011.92,759,"1","",0.188375826392619,0.180351016188293,0.15431887932938,0.189884187682269,"Fipronil",0.01
"28","GS",0,"M4","gs_085",2021-06-03 08:50:23,0.314429725162542,-0.00416274919916638,-0.249764951949983,0.977928450695605,1011.9,4,18.48,30.9833333333333,97.83,9.13197836969792,0.00913197836969792,0021-06-03,5,21.4825,"white",0.8127,50.7,1011.92,759,"1","",0.188756166505982,0.184660157692802,0.249764951949983,0.30732736797094,"Fipronil",0.01
"29","GS",0,"M5","gs_077",2021-06-02 15:03:20,0.360056636286768,-0.00248053377535386,-0.148832026521232,0.971020633115122,1013.9,4,18.56,69.3166666666667,97.29,9.13565973364087,0.00913565973364087,0021-06-02,5,21.4825,"white",0.4279,40.91,1013.91,760.5,"3","",0.192347661427915,0.187135039803218,0.148832026521232,0.347819645994932,"Fipronil",0.01
"30","GS",0,"M4","gs_103",2021-06-03 14:20:28,0.335158535028198,-0.0027905850285177,-0.167435101711062,0.97161449036053,1011.9,4,19.12,53.15,99.38,9.01539598998966,0.00901539598998966,0021-06-03,7,21.359,"white",0.5114,41.27,1011.92,759,"3","",0.187949369440909,0.186784083350375,0.167435101711062,0.327405361187059,"Fipronil",0.01
"31","GS",0,"M7","gs_052",2021-06-01 16:11:38,0.622470085938993,-0.00463923018331352,-0.278353810998811,0.982271628871595,1014.9,4,19.34,97.15,91.92,9.00317132776023,0.00900317132776023,0021-06-01,4,21.4921,"white",0.932,51.36,1014.9,761.2,"3","",0.185106102815883,0.17014952970836,0.278353810998811,0.29866288733778,"Fipronil",0.01
"32","GS",0,"M9","gs_052",2021-06-01 16:38:38,0.709098564730084,-0.00433154681699919,-0.259892809019951,0.979104343479204,1014.9,4,19.35,124.15,91.91,9.00138132281697,0.00900138132281697,0021-06-01,4,21.4921,"white",0.932,51.36,1014.9,761.2,"3","",0.185069300135249,0.170097193754307,0.259892809019951,0.278854945300377,"Fipronil",0.01
"33","GS",0,"M6","gs_103",2021-06-03 14:48:28,0.408891124524796,-0.00275179961636141,-0.165107976981685,0.970285699033751,1011.9,4,19.17,81.15,99.01,9.00640470397339,0.00900640470397339,0021-06-03,7,21.359,"white",0.5114,41.27,1011.92,759,"3","",0.187761922706556,0.185903079671761,0.165107976981685,0.322854863085031,"Fipronil",0.01
"34","GS",0,"M4","gs_052",2021-06-01 15:31:08,0.428233290507705,-0.00453571537064459,-0.272142922238675,0.971480356286912,1014.9,4,19.3,56.65,91.51,9.01033797544384,0.00901033797544384,0021-06-01,4,21.4921,"white",0.932,51.36,1014.9,761.2,"3","",0.185253449808923,0.169525431920145,0.272142922238675,0.291998843603729,"Fipronil",0.01
"35","GS",0,"M4","gs_116",2021-06-04 12:56:24,0.319361219594319,-0.00268027477245697,-0.160816486347418,0.984886207939224,1013.8,4,19.1,51.5,95.52,9.03630864058754,0.00903630864058754,0021-06-04,4,21.4921,"white",0.6138,45.41,1013.78,760.4,"2","",0.188662762690779,0.180210670922232,0.160816486347418,0.26200144403294,"Fipronil",0.01
"36","GS",0,"M5","gs_085",2021-06-03 09:04:23,0.345350393353985,-0.00365768272539329,-0.219460963523597,0.984941708977344,1011.9,4,18.53,44.9833333333333,95.31,9.12276933658872,0.00912276933658872,0021-06-03,5,21.4825,"white",0.8127,50.7,1011.92,759,"1","",0.188565817633422,0.179722080786414,0.219460963523597,0.27003933004011,"Fipronil",0.01
"37","GS",0,"M4","gs_011",2021-05-30 13:09:29,0.334998667766729,-0.0032322801139273,-0.193936806835638,0.958003006385548,1014.6,4,18.87,47.2,95.29,9.08531037032161,0.00908531037032161,0021-05-30,3,21.4652,"white",0.6771,46.65,1014.58,761,"2","",0.188866340509283,0.179970735871295,0.193936806835638,0.286422695075525,"Fipronil",0.01
"38","GS",0,"M3","gs_018",2021-05-31 10:20:49,0.373155897924936,-0.00502995098402443,-0.301797059041466,0.994204325346466,1014.6,4,18.43,40.6333333333333,90.26,9.16611583041529,0.00916611583041529,0021-05-31,2,21.3196,"white",1.006,51.82,1015.25,761.5,"1","",0.186196810532724,0.168061241186837,0.301797059041466,0.299997076581974,"Fipronil",0.01
"39","GS",0,"M6","gs_030",2021-05-31 14:15:47,0.539886951458334,-0.00436765113439864,-0.262059068063918,0.996133482498098,1015.3,4,19.02,85.0833333333333,93.04,9.06445330493717,0.00906445330493717,0021-05-31,6,20.7109,"white",0.8599,51.29,1015.25,761.5,"2","",0.179938462556308,0.167414745562389,0.262059068063918,0.304755283246794,"Fipronil",0.01
"40","GS",0,"M2","gs_068",2021-06-02 11:53:41,0.255199369390369,-0.00356132482376365,-0.213679489425819,0.977601150690467,1013.9,4,18.83,21.9833333333333,93.07,9.08619128342986,0.00908619128342985,0021-06-02,4,21.4921,"white",0.7569,47.33,1013.91,760.5,"2","",0.188403993500175,0.175347596750613,0.213679489425819,0.282308745443016,"Fipronil",0.01
"41","GS",0,"M9","gs_105",2021-06-04 10:38:59,0.810245924900951,-0.00577636529610118,-0.346581917766071,0.991858170285506,1013.8,4,18.79,109.85,93.72,9.09257198670328,0.00909257198670328,0021-06-04,1,21.3905,"white",0.749,47.09,1013.78,760.4,"1","",0.187684324663536,0.175897749074666,0.346581917766071,0.462726191944019,"Fipronil",0.01
"42","GS",0,"M2","gs_103",2021-06-03 13:52:28,0.261640215314272,-0.00301103757226641,-0.180662254335984,0.970800768654598,1011.9,4,19.08,25.15,98.62,9.02260105646854,0.00902260105646854,0021-06-03,7,21.359,"white",0.5114,41.27,1011.92,759,"3","",0.188099577784833,0.185503803611403,0.180662254335984,0.353269953726993,"Fipronil",0.01
"43","GS",0,"M10","gs_039",2021-06-01 10:39:16,1.00737602235303,-0.00633226487943619,-0.379935892766172,0.994245590636029,1014.9,4,18.91,131.75,93.71,9.08077333791482,0.00908077333791482,0021-06-01,7,21.359,"white",1.0496,54.27,1014.9,761.2,"1","",0.184425058029047,0.17282472187902,0.379935892766172,0.361981605150697,"Fipronil",0.01
"44","GS",0,"M3","gs_003",2021-05-30 09:38:41,0.369034982002031,-0.00220054249085632,-0.132032549451379,0.868224610124618,1013,4,18.35,85.1333333333333,93.38,9.16616748750005,0.00916616748750005,0021-05-30,3,21.4652,"white",0.6532,43.03,1014.58,761,"1","",0.190766277749851,0.178137550162811,0.132032549451379,0.202131888321156,"Fipronil",0.01
"45","GS",0,"M1","gs_068",2021-06-02 11:40:41,0.211692071408568,-0.00364716843687448,-0.218830106212469,0.989794893777113,1013.9,4,18.89,8.98333333333333,94.73,9.07526605255322,0.00907526605255322,0021-06-02,4,21.4921,"white",0.7569,47.33,1013.91,760.5,"2","",0.188177456652902,0.178260504687294,0.218830106212469,0.289113629558024,"Fipronil",0.01
"46","GS",0,"M3","gs_039",2021-06-01 09:00:16,0.481299215879537,-0.00922535706588484,-0.55352142395309,0.97467100302732,1015.3,4,18.72,32.75,94.38,9.11913126981531,0.00911913126981531,0021-06-01,7,21.359,"white",1.0496,54.27,1014.9,761.2,"1","",0.185204084611187,0.174795615056038,0.55352142395309,0.527364161540673,"Fipronil",0.01
"47","GS",0,"M2","gs_030",2021-05-31 13:19:47,0.309630921499393,-0.00480216201190764,-0.288129720714458,0.971807630229708,1015.3,4,18.77,29.0833333333333,93.56,9.10997562603371,0.00910997562603371,0021-05-31,6,20.7109,"white",0.8599,51.29,1015.25,761.5,"2","",0.180842126152395,0.169195893228181,0.288129720714458,0.335073521007627,"Fipronil",0.01
"48","GS",0,"M8","gs_068",2021-06-02 13:11:41,0.374874973183107,-0.00194313595220306,-0.116588157132183,0.938560229458904,1013.9,4,18.51,99.9833333333333,94.5,9.14487571225369,0.00914487571225369,0021-06-02,4,21.4921,"white",0.7569,47.33,1013.91,760.5,"2","",0.189620826868723,0.179191681390943,0.116588157132183,0.154033765533338,"Fipronil",0.01
"49","GS",0,"M8","gs_103",2021-06-03 15:16:28,0.48962541093341,-0.00278443605100664,-0.167066163060398,0.975649080238003,1011.9,4,19.21,109.15,98.67,8.999223682421,0.008999223682421,0021-06-03,7,21.359,"white",0.5114,41.27,1011.92,759,"3","",0.18761221564164,0.185116973173606,0.167066163060398,0.326683932460692,"Fipronil",0.01
"50","GS",0,"M6","gs_052",2021-06-01 15:58:08,0.551048779626078,-0.00454013130240206,-0.272407878144124,0.979902363372136,1014.9,4,19.34,83.65,91.59,9.00317132776023,0.00900317132776023,0021-06-01,4,21.4921,"white",0.932,51.36,1014.9,761.2,"3","",0.185106102815883,0.169538679569067,0.272407878144124,0.292283131055927,"Fipronil",0.01
"51","GS",0,"M11","gs_039",2021-06-01 10:53:16,1.08311982163285,-0.006264309168747,-0.37585855012482,0.980370896091305,1014.9,4,18.93,145.75,92.03,9.07713633527965,0.00907713633527965,0021-06-01,7,21.359,"white",1.0496,54.27,1014.9,761.2,"1","",0.184351192687729,0.169658402630517,0.37585855012482,0.358096941810995,"Fipronil",0.01
"52","GS",0,"M2","gs_014",2021-05-30 12:42:29,0.282628798461711,-0.00527189955257045,-0.316313973154227,0.995534592350658,1014.6,4,18.96,20.2,95.67,9.06894539865943,0.00906894539865943,0021-05-30,6,20.7109,"white",0.6266,44.01,1014.58,761,"2","",0.182143420070296,0.174256609981252,0.316313973154227,0.504810043335823,"Fipronil",0.01
"53","GS",0,"M7","gs_085",2021-06-03 09:31:23,0.443043970146201,-0.00367362295494205,-0.220417377296523,0.991906451571455,1011.9,4,18.57,71.9833333333333,94.48,9.11541457001844,0.00911541457001844,0021-06-03,5,21.4825,"white",0.8127,50.7,1011.92,759,"1","",0.188413796079367,0.178013354535786,0.220417377296523,0.271216165001259,"Fipronil",0.01
"54","GS",0,"M4","gs_102",2021-06-03 14:20:28,0.359936902905019,-0.00362381727783309,-0.217429036669985,0.996910161219096,1011.9,4,19.12,53.15,92.83,9.01539598998966,0.00901539598998966,0021-06-03,6,20.7109,"white",0.7548,48.38,1011.92,759,"3","",0.179912143915833,0.167012443197068,0.217429036669985,0.288061786791183,"Fipronil",0.01
"55","GS",0,"M12","gs_057",2021-06-02 10:29:08,0.717434234590661,-0.00410445221250781,-0.246267132750469,0.99666178515992,1013.9,4,19.02,130.433333333333,96.12,9.05167849952575,0.00905167849952575,0021-06-02,1,21.3905,"white",0.4833,41.25,1013.91,760.5,"1","",0.189245252725285,0.181902536919544,0.246267132750469,0.509553347300784,"Fipronil",0.01
"56","GS",0,"M9","gs_046",2021-06-01 13:59:51,0.622132655268305,-0.00336386598379208,-0.201831959027525,0.99056048056935,1014.9,4,19.26,133.483333333333,95.4,9.01751524646427,0.00901751524646427,0021-06-01,6,20.7109,"white",0.721,47.53,1014.9,761.2,"2","",0.180259228025296,0.171967303536133,0.201831959027525,0.279933368970214,"Fipronil",0.01
"57","GS",0,"M9","gs_103",2021-06-03 15:30:28,0.53490555497933,-0.00283620093820081,-0.170172056292049,0.975312990361336,1011.9,4,19.21,123.15,98.78,8.999223682421,0.008999223682421,0021-06-03,7,21.359,"white",0.5114,41.27,1011.92,759,"3","",0.18761221564164,0.185323346610812,0.170172056292049,0.33275724734464,"Fipronil",0.01
"58","GS",0,"M2","gs_052",2021-06-01 15:04:08,0.336003242057572,-0.00554090221211988,-0.332454132727193,0.988390913275045,1014.9,4,19.31,29.65,91.68,9.00854531855829,0.00900854531855829,0021-06-01,4,21.4921,"white",0.932,51.36,1014.9,761.2,"3","",0.18521659260409,0.16980657209943,0.332454132727193,0.356710442840336,"Fipronil",0.01
"59","GS",0,"M2","gs_116",2021-06-04 12:28:54,0.25324485127493,-0.00298897800524266,-0.17933868031456,0.986461009693816,1013.8,4,19.12,24,95.75,9.03270101517086,0.00903270101517086,0021-06-04,4,21.4921,"white",0.6138,45.41,1013.78,760.4,"2","",0.188587441605042,0.180572475336827,0.17933868031456,0.29217771312245,"Fipronil",0.01
"60","GS",0,"M9","gs_090",2021-06-03 12:54:04,0.521001573380004,-0.00307340239515801,-0.184404143709481,0.991467036916605,1011.9,4,18.82,112.983333333333,93.05,9.06969658295576,0.00906969658295576,0021-06-03,2,21.3196,"white",0.8388,49.97,1011.92,759,"2","",0.1857546417762,0.172844694172754,0.184404143709481,0.219842803659371,"Fipronil",0.01
"61","GS",0,"M8","gs_085",2021-06-03 09:44:53,0.395868368975583,-0.00252137383169667,-0.1512824299018,0.978861478630576,1011.9,4,18.58,85.4833333333333,95.22,9.11357760561878,0.00911357760561878,0021-06-03,5,21.4825,"white",0.8127,50.7,1011.92,759,"1","",0.188375826392619,0.179371461891052,0.1512824299018,0.186147938848038,"Fipronil",0.01
"62","GS",0,"M4","gs_030",2021-05-31 13:47:47,0.44875770725078,-0.00487852774005758,-0.292711664403455,0.967686661833757,1015.3,4,18.92,57.0833333333333,93.05,9.08261125085894,0.00908261125085894,0021-05-31,6,20.7109,"white",0.8599,51.29,1015.25,761.5,"2","",0.180298915940801,0.167768141282915,0.292711664403455,0.340401982094959,"Fipronil",0.01
"63","GS",0,"M2","gs_003",2021-05-30 09:30:11,0.427391364857699,-0.00312206199987932,-0.187323719992759,0.97211436053696,1013,4,18.33,76.6333333333333,97.64,9.16987792390987,0.00916987792390987,0021-05-30,3,21.4652,"white",0.6532,43.03,1014.58,761,"1","",0.190843499352412,0.186339592767695,0.187323719992759,0.286778505806428,"Fipronil",0.01
"64","GS",0,"M6","gs_116",2021-06-04 13:23:24,0.400412911656502,-0.0027921789710866,-0.167530738265196,0.972309448211398,1013.8,4,19.14,78.5,95.69,9.0290960706146,0.0090290960706146,0021-06-04,4,21.4921,"white",0.6138,45.41,1013.78,760.4,"2","",0.188512176491113,0.180387301684346,0.167530738265196,0.272940270878456,"Fipronil",0.01
"65","GS",0,"M5","gs_103",2021-06-03 14:34:28,0.381252402116773,-0.00289701873582306,-0.173821124149383,0.97514936772733,1011.9,4,19.14,67.15,98.69,9.01179747164548,0.00901179747164548,0021-06-03,7,21.359,"white",0.5114,41.27,1011.92,759,"3","",0.187874348969876,0.185413194998371,0.173821124149383,0.339892694856049,"Fipronil",0.01
"66","GS",0,"M8","gs_052",2021-06-01 16:25:08,0.725400271255105,-0.0050110124890997,-0.300660749345982,0.987142099754496,1014.9,4,19.35,110.65,91.52,9.00138132281697,0.00900138132281697,0021-06-01,4,21.4921,"white",0.932,51.36,1014.9,761.2,"3","",0.185069300135249,0.16937542348378,0.300660749345982,0.322597370542899,"Fipronil",0.01
"67","GS",0,"M3","gs_116",2021-06-04 12:42:54,0.283874415510075,-0.00269488972512637,-0.161693383507582,0.985892755211409,1013.8,4,19.09,38,95.59,9.03811345959567,0.00903811345959567,0021-06-04,4,21.4921,"white",0.6138,45.41,1013.78,760.4,"2","",0.188700444243476,0.180378754652339,0.161693383507582,0.263430080657514,"Fipronil",0.01
"68","GS",0,"M2","gs_046",2021-06-01 12:11:21,0.251159402672766,-0.0030511503564555,-0.18306902138733,0.990914963395708,1014.9,4,18.85,24.9833333333333,95.54,9.09170065971466,0.00909170065971466,0021-06-01,6,20.7109,"white",0.721,47.53,1014.9,761.2,"2","",0.18174218701763,0.173636485476644,0.18306902138733,0.253909877097545,"Fipronil",0.01
"69","GS",0,"M9","gs_039",2021-06-01 10:25:16,0.873942388820636,-0.00595896338151736,-0.357537802891041,0.993561770591341,1014.9,4,18.89,117.75,92.63,9.08441305743345,0.00908441305743345,0021-06-01,7,21.359,"white",1.0496,54.27,1014.9,761.2,"1","",0.184498978548639,0.170901403829604,0.357537802891041,0.340641961595885,"Fipronil",0.01
"70","GS",0,"M5","gs_030",2021-05-31 14:01:47,0.53000025397778,-0.00505747100813403,-0.303448260488042,0.951789449511202,1015.3,4,18.99,71.0833333333333,93.18,9.06989358145181,0.00906989358145181,0021-05-31,6,20.7109,"white",0.8599,51.29,1015.25,761.5,"2","",0.1800464574854,0.167767289084896,0.303448260488042,0.352887847991675,"Fipronil",0.01
"71","GS",0,"M6","gs_102",2021-06-03 14:48:28,0.545457489230748,-0.00464774863562506,-0.278864918137503,0.992442544612443,1011.9,4,19.17,81.15,93.05,9.00640470397339,0.00900640470397339,0021-06-03,6,20.7109,"white",0.7548,48.38,1011.92,759,"3","",0.179732712912963,0.167241289365512,0.278864918137503,0.369455376440784,"Fipronil",0.01
"72","GS",0,"M5","gs_011",2021-05-30 13:22:59,0.340766371182907,-0.0026413876258398,-0.158483257550388,0.944240547727468,1014.6,4,18.83,60.7,94.38,9.09260136917369,0.00909260136917369,0021-05-30,3,21.4652,"white",0.6771,46.65,1014.58,761,"2","",0.18901790652252,0.178395100175954,0.158483257550388,0.234061818860416,"Fipronil",0.01
"73","GS",0,"M7","gs_077",2021-06-02 15:31:20,0.422068105286043,-0.00240517572719585,-0.144310543631751,0.974967652373914,1013.9,4,18.63,97.3166666666667,97.51,9.1227864305537,0.0091227864305537,0021-06-02,5,21.4825,"white",0.4279,40.91,1013.91,760.5,"3","",0.192076619180736,0.187293911363136,0.144310543631751,0.337252964785583,"Fipronil",0.01
"74","GS",0,"M8","gs_105",2021-06-04 10:24:29,0.837859184268214,-0.00693521915917195,-0.416113149550317,0.99723850797514,1013.8,4,18.75,95.35,93.66,9.09987934719901,0.00909987934719901,0021-06-04,1,21.3905,"white",0.749,47.09,1013.78,760.4,"1","",0.187835159545208,0.175926410430042,0.416113149550317,0.555558277103227,"Fipronil",0.01
